record_id,borrower_id,borrower_name,segment,constitution,sector,geography,business_vintage_years,loan_type,sanctioned_limit,outstanding_amount,collateral_available,CGTMSE_flag,cluster_id,anchor_buyer_id,obs_month,current_dpd,max_dpd_last_12m,emi_bounce_count_6m,cheque_return_count_6m,si_ecs_bounce_count_6m,repayment_regularity_score,cc_utilization_avg_3m,cc_utilization_avg_6m,cc_utilization_volatility,drawing_power_decline_pct,overdue_days_trend,SMA_status,gst_turnover_12m,gst_turnover_growth_yoy,gst_filing_delay_count_6m,gstr1_vs_3b_mismatch_pct,itc_to_sales_ratio,nil_return_count_12m,sudden_turnover_spike_flag,gst_registration_age_years,gst_status,buyer_concentration_top2_pct,supplier_concentration_top2_pct,eway_bill_mismatch_flag,avg_monthly_bank_credit_6m,avg_monthly_bank_debit_6m,bank_credit_to_gst_sales_ratio,cash_deposit_ratio,avg_monthly_balance,inward_return_count_6m,outward_return_count_6m,upi_pos_collection_ratio,cashflow_volatility_score,debt_service_coverage_proxy,monthly_surplus_ratio,bureau_score,bureau_enquiry_count_3m,existing_loan_count,total_obligation,unsecured_loan_exposure,bureau_dpd_last_12m,credit_vintage_years,epfo_employee_count,epfo_employee_count_change_6m,salary_payment_regularity_score,cam_remarks,fi_remarks,rcu_remarks,collection_remarks,stock_inspection_remarks,stress_12m,growth_need_12m
REC0000037,B100004,MSME Enterprise 00004,Trader,Pvt Ltd,Gems & Jewellery,Ludhiana,5.0,Machinery Loan,1064631.0,961523.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,5,0,4,0,2,0,100.0,41.7,52.6,7.42,2.0,-1.2,Standard,2684241.0,22.7,0,7.0,0.656,1,0,4.9,Active,38.0,36.1,0,130909.0,133319.0,0.585,0.264,7019.0,0,0,0.341,32.4,1.34,0.251,699,0,0,2747423.0,0.0,5,4.4,39,-3.2,81.3,financials in line with projections.,field investigation found no adverse observation.,identity and address cross-verified.,no follow up required this month.,stock verified and found adequate.,0,1
REC0000038,B100004,MSME Enterprise 00004,Trader,Pvt Ltd,Gems & Jewellery,Ludhiana,5.0,Machinery Loan,1064631.0,961523.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,6,0,2,0,0,0,100.0,61.8,26.9,10.06,-0.5,-8.3,Standard,3074371.0,12.1,0,0.0,0.602,1,0,4.5,Active,22.8,26.1,0,194877.0,202258.0,0.761,0.061,790.0,0,0,0.483,24.7,1.36,0.064,711,2,1,1119861.0,140219.0,2,3.9,9,14.1,100.0,financials in line with projections; buyer base concentrated with top two buyers.,stock levels found adequate.,no adverse RCU observation.,borrower unreachable on registered number; repayment conduct satisfactory.,inventory levels healthy and moving.,0,0
REC0000039,B100004,MSME Enterprise 00004,Trader,Pvt Ltd,Gems & Jewellery,Ludhiana,5.0,Machinery Loan,1064631.0,961523.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,7,0,2,0,1,0,100.0,31.1,47.2,12.96,-1.9,-1.2,Standard,2077777.0,14.0,0,7.2,0.652,0,0,4.2,Active,22.7,29.8,0,123179.0,120325.0,0.711,0.371,9024.0,1,0,0.657,36.1,1.29,0.015,707,3,2,1108772.0,208359.0,4,4.1,26,-2.7,91.0,adequate liquidity maintained.,field investigation found no adverse observation.,identity and address cross-verified.,repayment conduct satisfactory.,stock statement matches book records.,0,0
REC0000040,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,0,2,14,5,1,0,63.2,92.8,82.1,18.04,28.5,8.7,SMA-0,4924026.0,-15.2,1,22.5,0.938,0,1,6.1,Cancelled,55.7,64.0,1,291156.0,274124.0,0.71,0.629,500.0,1,2,0.237,53.7,0.75,-0.292,620,5,4,1511904.0,1122230.0,14,6.6,5,-29.2,43.0,cash flow stress visible; promoter conduct satisfactory.,stock levels found adequate.,discrepancy noted in KYC documents; documents verified genuine.,frequent promise to pay.,obsolete stock observed during inspection; stock verification could not be completed.,0,0
REC0000041,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,1,3,16,1,4,3,64.9,92.3,96.3,15.29,28.0,5.7,SMA-0,6295328.0,-7.2,0,24.7,0.919,3,0,7.3,Active,76.2,48.4,0,211080.0,195544.0,0.402,0.413,500.0,0,1,0.159,67.5,0.15,-0.235,519,8,4,911349.0,722178.0,15,6.2,5,-35.1,67.3,financials in line with projections; declining turnover trend observed; related party transactions suspected.,technical report indicates property access issue; shop found closed during visit; field investigation found no adverse observation.,address verification inconclusive; identity and address cross-verified.,part payment received after repeated follow up; borrower unreachable on registered number.,obsolete stock observed during inspection.,0,0
REC0000042,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,2,8,20,3,1,5,54.3,92.5,106.8,25.62,31.7,8.2,SMA-0,5332550.0,-24.8,3,33.6,0.819,0,0,6.6,Active,81.4,84.0,1,220878.0,183428.0,0.497,0.657,500.0,0,3,0.02,100.0,0.22,-0.365,468,8,1,2268622.0,1619262.0,22,5.7,32,-48.1,46.0,related party transactions suspected; business running satisfactorily; promoter diverting funds to group entity suspected.,shop found closed during visit; unit operations appear scaled down; unit operational with visible activity.,address verification inconclusive; common email id linked to multiple applicants; no linkage with other defaulting entities found.,borrower proactively regularised dues; frequent promise to pay.,stock not matching book records; stock audit found no discrepancy; stock ageing beyond acceptable limits.,0,0
REC0000043,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,3,15,40,5,0,3,48.4,95.4,110.9,26.01,22.3,13.4,SMA-0,5342961.0,-47.8,2,26.4,1.076,5,0,6.4,Active,87.8,67.8,0,191775.0,181926.0,0.431,0.72,12321.0,0,0,0.02,89.1,0.1,-0.5,442,9,5,823417.0,697615.0,40,6.4,8,-36.0,48.1,cash flow stress visible; buyer base concentrated with top two buyers.,frequent promise to pay noted; business premises verified and active; technical report indicates property access issue.,discrepancy noted in KYC documents.,part payment received after repeated follow up; frequent promise to pay; EMI realised on due date.,stock verification could not be completed; stock not matching book records.,1,0
REC0000044,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,4,10,31,7,2,3,43.0,97.0,84.0,25.76,30.9,7.6,SMA-0,6307144.0,-41.6,2,33.2,1.072,2,0,7.0,Active,75.2,77.0,0,119847.0,124089.0,0.228,0.921,500.0,1,1,0.02,99.0,0.1,-0.5,457,5,6,2189128.0,1918535.0,36,4.9,4,-47.5,37.3,promoter diverting funds to group entity suspected; buyer base concentrated with top two buyers.,stock levels found adequate; shop found closed during visit; technical report indicates property access issue.,address verification inconclusive; RCU noted common mobile number with other entities.,borrower unreachable on registered number.,stock ageing beyond acceptable limits; stock verification could not be completed.,1,0
REC0000045,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,5,74,101,6,5,8,17.8,91.8,107.5,28.11,43.5,6.0,SMA-2,5882873.0,-70.0,6,31.1,1.3,9,1,6.8,Cancelled,98.0,77.9,0,73536.0,80039.0,0.15,0.928,500.0,3,3,0.043,100.0,0.1,-0.5,341,18,7,1430506.0,1358981.0,101,6.8,3,-62.8,10.0,promoter diverting funds to group entity suspected; related party transactions suspected.,unit operations appear scaled down.,RCU noted common mobile number with other entities; no linkage with other defaulting entities found.,EMI realised on due date; part payment received after repeated follow up; borrower unreachable on registered number.,stock ageing beyond acceptable limits; inventory levels healthy and moving; stock verification could not be completed.,1,0
REC0000046,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,6,19,44,3,4,4,45.8,105.8,95.7,27.83,32.3,2.4,SMA-0,4838632.0,-62.9,4,23.0,1.057,2,0,7.3,Cancelled,92.2,98.0,0,130448.0,136603.0,0.324,0.582,5088.0,3,2,0.02,100.0,0.1,-0.5,300,11,1,2058212.0,1691784.0,46,6.1,19,-52.5,19.6,buyer base concentrated with top two buyers; declining turnover trend observed.,unit operations appear scaled down; technical report indicates property access issue.,common email id linked to multiple applicants.,frequent promise to pay; borrower unreachable on registered number; no follow up required this month.,stock verified and found adequate; stock not matching book records; obsolete stock observed during inspection.,0,0
REC0000047,B100005,MSME Enterprise 00005,Thin-file,Partnership,Gems & Jewellery,Ludhiana,7.6,LAP,1905303.0,1345796.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,7,25,43,6,2,4,29.4,82.8,76.3,25.37,41.4,9.4,SMA-0,2966084.0,-41.6,5,39.0,1.057,0,0,6.7,Active,98.0,74.8,0,37076.0,36179.0,0.15,0.867,500.0,2,1,0.02,100.0,0.1,-0.418,443,11,7,1805812.0,1715521.0,46,5.4,9,-45.1,10.0,buyer base concentrated with top two buyers; related party transactions suspected.,frequent promise to pay noted.,no linkage with other defaulting entities found; address verification inconclusive; common email id linked to multiple applicants.,borrower proactively regularised dues; frequent promise to pay.,stock not matching book records; stock ageing beyond acceptable limits.,1,0
REC0000048,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,0,0,4,0,0,2,100.0,59.9,76.8,5.74,12.2,-3.6,Standard,15153668.0,11.1,0,3.3,0.508,0,0,6.9,Active,41.0,19.4,0,968500.0,997021.0,0.767,0.141,32031.0,0,1,0.4,36.9,1.67,0.144,660,1,0,3554255.0,830887.0,4,6.6,6,-1.8,86.2,business running satisfactorily.,field investigation found no adverse observation.,documents verified genuine.,borrower unreachable on registered number; part payment received after repeated follow up.,stock statement matches book records.,0,0
REC0000049,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,1,0,6,1,0,1,79.3,79.9,44.9,11.14,8.2,1.4,Standard,10720101.0,8.2,0,4.2,0.894,0,0,7.9,Active,51.1,57.3,0,669634.0,665278.0,0.75,0.268,6105.0,0,1,0.441,33.2,0.76,0.035,711,4,0,8584265.0,5240187.0,6,7.5,5,-17.6,84.6,repayment track record satisfactory.,stock levels found adequate.,address verification inconclusive; no adverse RCU observation.,no follow up required this month.,inventory levels healthy and moving.,1,1
REC0000050,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,2,1,7,2,0,1,91.0,85.2,56.3,9.3,6.2,1.0,SMA-0,7464041.0,-3.8,1,0.0,0.577,1,1,6.9,Active,49.1,25.7,0,300148.0,276371.0,0.483,0.341,15959.0,0,1,0.521,19.5,1.29,0.064,753,1,1,2899924.0,1280245.0,6,5.3,5,-9.1,95.8,business running satisfactorily.,field investigation found no adverse observation.,identity and address cross-verified.,repayment conduct satisfactory.,stock audit found no discrepancy.,0,1
REC0000051,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,3,0,1,1,1,0,92.0,46.0,51.9,5.93,-0.7,3.5,Standard,14962528.0,0.8,0,1.2,0.235,0,0,7.8,Active,47.4,41.4,0,1164753.0,976778.0,0.934,0.256,53665.0,1,0,0.276,17.4,1.33,0.399,691,2,1,5487746.0,1398665.0,3,6.4,5,7.3,93.8,declining turnover trend observed.,unit operational with visible activity.,documents verified genuine.,no follow up required this month.,inventory levels healthy and moving; stock not matching book records.,0,1
REC0000052,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,4,0,3,1,0,1,100.0,53.1,64.4,8.91,-1.2,-8.1,Standard,15012788.0,1.1,0,0.6,0.522,0,0,6.9,Active,43.0,29.0,0,1045264.0,1016818.0,0.835,0.144,108300.0,1,0,0.513,14.1,1.05,-0.144,749,0,2,7612105.0,2086227.0,3,6.8,22,2.3,88.8,repayment track record satisfactory.,stock levels found adequate; technical report indicates property access issue.,documents verified genuine.,repayment conduct satisfactory.,stock verified and found adequate.,0,0
REC0000053,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,5,0,6,0,0,0,87.6,82.3,61.7,9.5,7.9,1.1,Standard,13015569.0,11.2,1,6.1,0.489,1,0,8.2,Active,48.0,47.1,0,832383.0,751688.0,0.767,0.235,33343.0,0,1,0.275,38.2,0.92,-0.042,706,4,0,3886212.0,968763.0,5,5.2,16,1.1,85.8,business running satisfactorily.,unit operational with visible activity.,identity and address cross-verified.,EMI realised on due date.,stock not matching book records; inventory levels healthy and moving.,0,0
REC0000054,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,6,0,0,0,1,1,99.5,62.6,10.1,9.62,-0.6,-7.5,Standard,9829040.0,13.6,0,0.0,0.52,0,0,8.4,Active,50.4,44.6,0,580305.0,480545.0,0.708,0.171,57745.0,0,1,0.572,22.9,0.68,0.016,746,0,0,4101685.0,972011.0,2,7.6,11,9.2,91.1,financials in line with projections.,unit operational with visible activity.,RCU noted common mobile number with other entities; documents verified genuine.,borrower proactively regularised dues.,inventory levels healthy and moving; stock verification could not be completed.,0,0
REC0000055,B100006,MSME Enterprise 00006,Existing,Partnership,Engineering,Rajkot,8.4,Machinery Loan,5068558.0,3664415.0,No,No,Engineering-Rajkot,Engineering-Rajkot-BUYER2,7,1,4,0,3,1,89.5,69.8,73.4,9.31,0.1,4.1,SMA-0,9196822.0,-14.9,1,4.8,0.538,0,0,7.2,Active,39.8,36.4,0,575242.0,623847.0,0.751,0.349,500.0,0,0,0.131,33.5,0.82,0.156,762,1,1,6646516.0,1256277.0,4,6.9,25,-7.5,89.9,repayment track record satisfactory.,business premises verified and active.,no linkage with other defaulting entities found.,borrower unreachable on registered number.,stock verification could not be completed.,0,0
REC0000056,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,0,1,8,2,0,0,79.3,54.7,65.6,15.98,14.2,-6.5,SMA-0,3364448.0,-8.9,1,12.6,0.698,1,0,4.1,Active,44.1,48.6,0,156914.0,146251.0,0.56,0.318,10641.0,0,0,0.186,57.2,1.06,-0.027,753,4,4,1523474.0,862014.0,8,2.8,12,-9.9,79.2,business running satisfactorily; cash flow stress visible.,technical report indicates property access issue.,no linkage with other defaulting entities found.,no follow up required this month.,inventory levels healthy and moving; stock verification could not be completed.,0,0
REC0000057,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,1,0,11,1,1,0,82.1,102.4,73.5,11.2,6.3,-1.6,Standard,1284610.0,-4.1,1,10.6,0.805,1,0,4.3,Active,51.4,65.7,0,65038.0,54511.0,0.608,0.279,4908.0,0,0,0.272,43.2,1.26,-0.133,661,7,3,1068911.0,270159.0,10,4.0,19,-7.9,87.4,promoter conduct satisfactory; declining turnover trend observed; cash flow stress visible.,shop found closed during visit.,no linkage with other defaulting entities found.,cheque returned for insufficient funds; borrower proactively regularised dues.,stock ageing beyond acceptable limits.,0,0
REC0000058,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,2,0,3,2,0,1,82.5,67.2,61.2,11.83,4.1,3.2,Standard,1834645.0,9.1,0,10.2,0.666,0,0,4.1,Active,54.7,59.6,1,122028.0,111424.0,0.798,0.261,6200.0,0,1,0.229,60.5,1.1,-0.001,673,1,4,1213261.0,453982.0,2,3.0,12,-6.4,67.0,adequate liquidity maintained.,business premises verified and active.,no adverse RCU observation.,repayment conduct satisfactory.,stock audit found no discrepancy.,0,0
REC0000059,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,3,4,13,4,1,2,64.1,95.0,89.6,12.99,16.0,5.3,SMA-0,1160525.0,-18.8,1,17.8,0.819,3,0,3.0,Cancelled,71.0,47.3,0,39041.0,33335.0,0.404,0.504,564.0,0,1,0.342,74.1,0.23,-0.179,590,4,3,668252.0,360975.0,12,3.9,2,-4.8,68.6,related party transactions suspected.,technical report indicates property access issue.,RCU noted common mobile number with other entities; address verification inconclusive.,borrower unreachable on registered number; part payment received after repeated follow up.,stock statement matches book records.,0,0
REC0000060,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,4,0,3,0,3,1,88.3,90.1,83.0,15.55,2.8,4.6,Standard,1216229.0,-20.4,0,11.2,0.576,0,0,4.1,Active,57.1,49.7,1,50859.0,51794.0,0.502,0.279,3543.0,0,0,0.415,55.6,1.43,-0.006,637,4,2,1291126.0,575059.0,4,4.1,13,-11.0,71.6,promoter conduct satisfactory.,shop found closed during visit.,no linkage with other defaulting entities found.,EMI realised on due date.,stock ageing beyond acceptable limits; stock audit found no discrepancy; stock not matching book records.,0,0
REC0000061,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,5,7,21,1,1,2,70.7,90.1,70.1,22.94,26.6,11.6,SMA-0,3034984.0,-27.3,0,24.7,0.972,1,0,3.1,Cancelled,60.0,61.1,0,111059.0,83117.0,0.439,0.588,500.0,4,1,0.574,65.7,0.63,-0.299,512,3,1,1560042.0,963064.0,23,3.3,3,-47.0,51.7,related party transactions suspected; buyer base concentrated with top two buyers.,business premises verified and active; unit operations appear scaled down; frequent promise to pay noted.,RCU noted common mobile number with other entities; discrepancy noted in KYC documents.,frequent promise to pay; EMI realised on due date.,stock verification could not be completed; inventory levels healthy and moving.,1,0
REC0000062,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,6,0,11,3,1,0,75.5,92.4,56.0,18.39,11.0,5.5,Standard,2019336.0,-11.7,2,9.8,0.629,3,0,3.0,Suspended,38.8,62.0,0,53869.0,48997.0,0.32,0.587,1010.0,1,1,0.052,51.3,0.71,-0.148,586,9,2,1401094.0,701622.0,13,3.5,52,-19.5,71.2,buyer base concentrated with top two buyers; promoter diverting funds to group entity suspected.,field investigation found no adverse observation.,address verification inconclusive; discrepancy noted in KYC documents.,borrower proactively regularised dues; frequent promise to pay.,stock verification could not be completed; obsolete stock observed during inspection.,0,0
REC0000063,B100007,MSME Enterprise 00007,Existing,Pvt Ltd,Gems & Jewellery,Ludhiana,4.4,Working Capital,963992.0,932216.0,No,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER2,7,2,10,1,0,1,74.0,77.2,64.9,14.18,13.3,2.4,SMA-0,2347987.0,-19.2,0,23.3,0.748,4,0,3.3,Active,44.0,49.5,0,117223.0,99314.0,0.599,0.423,2306.0,0,0,0.396,57.7,1.17,0.061,658,5,1,1071780.0,431388.0,10,3.6,14,-9.3,49.8,business running satisfactorily.,unit operations appear scaled down; shop found closed during visit; stock levels found adequate.,documents verified genuine.,part payment received after repeated follow up.,stock verification could not be completed; stock verified and found adequate.,0,0
REC0000064,B100008,MSME Enterprise 00008,Trader,Pvt Ltd,Textile,Vadodara,10.9,Term Loan,2923667.0,2710153.0,No,No,Textile-Vadodara,Textile-Vadodara-BUYER2,0,0,3,2,0,0,100.0,51.9,56.7,2.11,-3.1,0.7,Standard,9586694.0,15.8,1,5.8,0.611,0,0,10.0,Active,45.5,19.9,0,691968.0,632431.0,0.866,0.171,53006.0,0,0,0.242,20.4,1.38,0.119,696,0,0,3310757.0,1013749.0,5,8.7,7,-7.2,100.0,promoter conduct satisfactory.,unit operational with visible activity.,no adverse RCU observation.,repayment conduct satisfactory.,stock verified and found adequate.,0,0
REC0000065,B100008,MSME Enterprise 00008,Trader,Pvt Ltd,Textile,Vadodara,10.9,Term Loan,2923667.0,2710153.0,No,No,Textile-Vadodara,Textile-Vadodara-BUYER2,1,0,2,0,0,0,100.0,68.8,54.8,9.98,-3.9,1.7,Standard,9808613.0,-15.1,1,5.4,0.677,0,0,10.8,Active,31.1,41.0,0,689741.0,661596.0,0.844,0.062,43217.0,0,0,0.764,34.0,1.56,0.176,745,0,0,3153156.0,529241.0,1,10.9,9,19.3,82.9,declining turnover trend observed; business running satisfactorily.,stock levels found adequate.,no adverse RCU observation.,borrower proactively regularised dues.,stock statement matches book records.,0,1
REC0000066,B100008,MSME Enterprise 00008,Trader,Pvt Ltd,Textile,Vadodara,10.9,Term Loan,2923667.0,2710153.0,No,No,Textile-Vadodara,Textile-Vadodara-BUYER2,2,0,2,0,0,0,100.0,17.9,44.4,4.78,2.3,-1.8,Standard,4332615.0,4.5,0,8.0,0.527,0,0,10.6,Active,8.0,45.0,0,428980.0,369438.0,1.188,0.168,16604.0,1,0,0.52,16.4,1.64,0.067,746,0,0,4316200.0,127139.0,3,9.5,8,4.0,100.0,promoter diverting funds to group entity suspected.,business premises verified and active.,no linkage with other defaulting entities found.,borrower proactively regularised dues.,stock ageing beyond acceptable limits; inventory levels healthy and moving.,0,0
